SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0.7916666666666666,0.3731938216243149,0.36518975681650706,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,0.013888888888888888,0.5685102142501246,0.008670320560058955,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0,0.013888888888888888,0.273542600896861,0.005262067059690495,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0.6388888888888888,0.3597409068261087,0.2832707719233604,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
1,0.5555555555555556,0.7603388141504733,0.4191748802505527,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False
0,0.29166666666666663,0.5904334828101645,0.187108511422255,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
0,0.08333333333333333,0.7962132536123568,0.06533829218865145,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False
0,0.8194444444444444,0.9252615844544094,0.7547899778924098,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True
0,0.20833333333333331,0.4020926756352766,0.10820053426676494,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
0,0.375,0.7603388141504733,0.31372052321296984,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True
0,0.986111111111111,0.9770802192326855,0.9567923268238763,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False
0,0.625,0.7080219232685601,0.48269965917464996,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False
0,0.05555555555555555,0.024414549078226183,0.008411247236551216,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0.013888888888888888,0.013452914798206289,0.0022568165070007374,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,0.6527777777777778,0.8081714000996512,0.5468346997052321,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,0.4722222222222222,0.314399601395117,0.19968220338983053,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.25,0.3602391629297459,0.11020403463522478,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False
0,0.1111111111111111,0.3587443946188341,0.0515555913780398,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,0.09722222222222221,0.17189835575485798,0.028734110169491532,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False
0,0.06944444444444445,0.6601893373193822,0.052246453574060436,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0.5416666666666666,0.4090682610861983,0.25436970338983056,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False
0,0.40277777777777773,0.023916292974588915,0.07540185151068535,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,0.013888888888888888,0.3682112605879423,0.006355932203389832,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,0.4305555555555555,0.06726457399103139,0.09087140751658071,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0.027777777777777776,0.06028898854010961,0.004427275239498895,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0.875,0.5236671649227703,0.5122512896094327,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False
0,0.2777777777777778,0.6033881415047334,0.18898535372144437,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0.986111111111111,0.6482311908320877,0.6787145357406044,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0,0.9166666666666666,0.42750373692077726,0.4625840549005159,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False
0,0.1111111111111111,0.26806178375685097,0.050478997789240976,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0.027777777777777776,0.7747882411559541,0.020127118644067802,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,0.041666666666666664,0.16791230692575984,0.01164102800294768,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,0.6527777777777778,0.019930244145490772,0.11857498157700812,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,0.027777777777777776,0.3089187842551071,0.010403233235077377,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,0.013888888888888888,0.5555555555555556,0.008520633750921151,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,0.09722222222222221,0.019930244145490772,0.014870808769344145,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,0.9583333333333333,0.8644743398106627,0.8402899318349301,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False
0,0.06944444444444445,0.8674638764324862,0.06339812085482684,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False
0,0.986111111111111,0.013452914798206289,0.16310105011053797,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,0.013888888888888888,0.5585450921773791,0.008555176860722182,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,0.19444444444444442,0.711509715994021,0.13913388909358881,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False
0,0.40277777777777773,0.010961634280019922,0.06927044952100223,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
0,0.7777777777777777,0.6332835077229696,0.5221133474576272,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
1,0.08333333333333333,0.7722969606377679,0.0660636974944731,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
1,0.013888888888888888,0.21873442949676133,0.004628776713338247,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0.6388888888888888,0.72446437468859,0.4878177966101696,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False
0,0.2777777777777778,0.896362730443448,0.25374217022844514,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0.2777777777777778,0.6731439960139511,0.19891074060427416,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
1,0.5138888888888888,0.5779770802192327,0.32718657885040536,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.3333333333333333,0.014449427005480797,0.05688674465733236,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
0,0.40277777777777773,0.7613353263577479,0.3050329310980104,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
0,0.29166666666666663,0.8584952665670156,0.25334492446573326,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
0,0.2638888888888889,0.8475336322869955,0.23174972365512164,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0.75,0.621325361235675,0.49511214996315406,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False
0,0.027777777777777776,0.010463378176382654,0.0032585666912306565,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
1,0.375,0.857498754359741,0.3302033437730288,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False
0,0.6388888888888888,0.4235176880916791,0.33315677966101703,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,0.25,0.01395117090184353,0.04510178703021371,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0.7222222222222222,0.01594419531639263,0.12326133014001475,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,0.5972222222222222,0.37767812655705035,0.28777864775239503,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0.041666666666666664,0.016940707523667137,0.0066783345615327935,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0.05555555555555555,0.2645739910313901,0.020288319823139278,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,0.08333333333333333,0.6507224713502741,0.05498687361827562,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False
1,0.4861111111111111,0.8226208271051321,0.3958064664701548,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,0.9444444444444444,0.4190333831589437,0.47312546057479743,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0.06944444444444445,0.7772795216741405,0.05900538872512898,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,0.041666666666666664,0.26258096661684105,0.014128131908621963,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0.05555555555555555,0.5430991529646239,0.0365869104642594,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0.05555555555555555,0.070254110612855,0.013466055637435522,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
0,0.027777777777777776,0.6123567513702043,0.01899871039056743,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,0.5555555555555556,0.9152964623816642,0.5145887067059691,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False
0,0.1388888888888889,0.7658196312904832,0.09961081429624173,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
1,0.3333333333333333,0.6203288490284006,0.2404718588798821,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1.0,0.8883906327852518,0.8922197402358144,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False
0,0.3333333333333333,0.807673143996014,0.27995463338246135,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False
0,1.0,0.6811160936721474,0.7312200626381725,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,0.013888888888888888,0.3383158943697061,0.006010501105379515,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,0.25,0.6985550572994519,0.18875506632277084,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
0,0.05555555555555555,0.2172396611858495,0.01870509395725866,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
1,0.5,0.7234678624813153,0.3669284266764923,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,0.15277777777777776,0.5680119581464873,0.10232244841562271,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0.013888888888888888,0.5112107623318386,0.008008244288872514,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.5833333333333333,0.6143497757847535,0.38151713338246135,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1,0.2222222222222222,0.6686596910812157,0.15833985814296245,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
0,0.6944444444444444,0.9576482311908321,0.6668086772291821,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False
0,0.013888888888888888,0.06327852516193325,0.002832535003684599,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0.5277777777777778,0.016940707523667137,0.08709469417833457,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
1,0.3333333333333333,0.6138515196811161,0.21390820744288874,True,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.4305555555555555,0.41305430991529646,0.21019482313927784,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0.1111111111111111,0.011958146487294458,0.01833087693441415,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
1,0.5972222222222222,0.8898854010961634,0.5220500184229919,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False
0,0.7916666666666666,0.5191828599900349,0.47492745946941783,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,False
0,0.18055555555555555,0.025909317389138015,0.03135938651436994,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,0.5555555555555556,0.7110114598903836,0.40163849484156233,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,True,False,False
0,0.3194444444444444,0.01395117090184353,0.05030628224023582,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,1.0,0.6512207274539112,0.6861758474576273,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,False
0,0.7638888888888888,0.6576980568011959,0.5284923084008845,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False
0,0.6666666666666666,0.9287493771798705,0.6120002763448785,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
0,0.013888888888888888,0.5650224215246638,0.008630020265291085,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.5,0.7882411559541604,0.39815539793662497,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,0.15277777777777776,0.5092177379172894,0.08201109985261608,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,0.013888888888888888,0.6611858495266567,0.009741156963890937,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,0.736111111111111,0.7987045341305432,0.592932479734709,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False
0,0.9722222222222222,0.32685600398604886,0.41856461864406785,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False
0,0.16666666666666666,0.7717987045341306,0.13633014001473842,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False
0,0.3055555555555555,0.7618335824613852,0.2204886698599853,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False
0,0.7638888888888888,0.5062282012954659,0.44245117907148124,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
1,0.38888888888888884,0.4603886397608371,0.21504237288135594,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,0.8055555555555555,0.01594419531639263,0.13343427597641858,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
0,0.2638888888888889,0.014449427005480797,0.0445030397936625,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0.2638888888888889,0.7663178873941207,0.20602086403831985,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,0.4305555555555555,0.5401096163428003,0.24827860169491528,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False
0,0.18055555555555555,0.7090184354758347,0.13038296794399412,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False
0,0.013888888888888888,0.019431988041853504,0.0023259027266028004,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,0.013888888888888888,0.5221723966118585,0.008134902358142964,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0.25,0.5510712506228201,0.15653210206337512,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.18055555555555555,0.016940707523667137,0.02959193072955048,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0,0.027777777777777776,0.02042850024912804,0.0036730840088430366,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,0.9722222222222222,0.46537120079720984,0.5208237380250553,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False
1,0.611111111111111,0.010961634280019922,0.09755549926308034,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
0,0.05555555555555555,0.025909317389138015,0.007242538688282978,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
